latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),wind_speed_100m (km/h)
2024-03-21T18:00,20.1,0.00,51,17.6
2024-03-21T19:00,20.3,0.00,49,18.4
2024-03-21T20:00,20.1,0.00,49,19.9
2024-03-21T21:00,19.4,0.00,52,20.1
2024-03-21T22:00,17.5,0.00,64,19.8
2024-03-21T23:00,16.3,0.00,68,20.9
2024-03-22T00:00,15.5,0.00,70,21.1
2024-03-22T01:00,14.9,0.00,72,14.1
2024-03-22T02:00,14.3,0.00,74,14.1
2024-03-22T03:00,13.8,0.00,77,14.6
2024-03-22T04:00,13.4,0.00,79,10.5
2024-03-22T05:00,13.3,0.00,80,10.0
2024-03-22T06:00,13.1,0.00,80,8.9
2024-03-22T07:00,12.8,0.00,80,6.2
2024-03-22T08:00,13.0,0.00,75,4.3
2024-03-22T09:00,12.7,0.00,75,2.8
2024-03-22T10:00,12.1,0.00,78,4.3
2024-03-22T11:00,14.8,0.00,74,8.2
2024-03-22T12:00,17.5,0.00,63,10.7
2024-03-22T13:00,18.5,0.00,59,5.2
2024-03-22T14:00,19.2,0.00,57,7.3
2024-03-22T15:00,19.9,0.00,55,8.4
2024-03-22T16:00,20.3,0.00,55,10.2
2024-03-22T17:00,20.3,0.00,55,14.5
2024-03-22T18:00,20.0,0.00,56,16.1
2024-03-22T19:00,19.9,0.00,53,13.3
2024-03-22T20:00,19.8,0.00,54,11.8
2024-03-22T21:00,19.2,0.00,58,10.3
2024-03-22T22:00,17.8,0.00,70,12.6
2024-03-22T23:00,17.5,0.00,71,15.4
2024-03-23T00:00,18.0,0.00,70,23.3
2024-03-23T01:00,19.3,0.00,68,36.0
2024-03-23T02:00,18.9,0.00,69,32.9
2024-03-23T03:00,18.5,0.00,70,31.6
2024-03-23T04:00,18.4,0.00,67,30.6
2024-03-23T05:00,18.2,0.00,65,32.3
2024-03-23T06:00,17.7,0.00,71,33.7
2024-03-23T07:00,17.5,0.00,73,34.6
2024-03-23T08:00,17.3,0.00,75,35.5
2024-03-23T09:00,17.2,0.00,75,35.6
2024-03-23T10:00,17.0,0.00,76,36.2
2024-03-23T11:00,17.5,0.00,74,34.6
2024-03-23T12:00,18.2,0.00,71,34.5
2024-03-23T13:00,19.0,0.00,69,33.4
2024-03-23T14:00,19.8,0.00,67,32.3
2024-03-23T15:00,20.6,0.00,67,31.1
2024-03-23T16:00,21.4,0.00,64,26.8
2024-03-23T17:00,22.1,0.00,62,25.3
2024-03-23T18:00,22.6,0.00,61,24.7
2024-03-23T19:00,23.0,0.00,59,23.9
2024-03-23T20:00,23.1,0.00,59,25.0
2024-03-23T21:00,22.8,0.00,62,26.4
2024-03-23T22:00,21.8,0.00,69,29.0
2024-03-23T23:00,21.6,0.00,71,29.7
2024-03-24T00:00,21.5,0.00,74,27.1
2024-03-24T01:00,21.6,0.00,77,23.9
2024-03-24T02:00,21.2,0.00,82,25.0
2024-03-24T03:00,21.3,0.00,83,24.7
2024-03-24T04:00,21.0,0.00,84,26.6
2024-03-24T05:00,20.9,0.00,84,29.9
2024-03-24T06:00,20.2,0.00,85,26.7
2024-03-24T07:00,18.8,0.00,88,21.1
2024-03-24T08:00,18.0,0.00,90,17.9
2024-03-24T09:00,17.7,0.00,92,14.8
2024-03-24T10:00,17.3,0.00,93,16.3
2024-03-24T11:00,18.3,0.00,92,16.4
2024-03-24T12:00,20.1,0.00,88,14.3
2024-03-24T13:00,22.5,0.00,82,11.4
2024-03-24T14:00,24.1,0.00,77,9.8
2024-03-24T15:00,25.3,0.00,69,10.7
2024-03-24T16:00,26.1,0.00,63,8.7
2024-03-24T17:00,26.6,0.00,59,6.5
2024-03-24T18:00,26.9,0.00,57,5.2
2024-03-24T19:00,26.9,0.00,58,4.6
2024-03-24T20:00,26.7,0.00,57,2.9
2024-03-24T21:00,26.2,0.00,60,1.6
2024-03-24T22:00,23.5,0.00,86,2.5
2024-03-24T23:00,22.7,0.00,90,5.5
2024-03-25T00:00,22.0,0.00,91,6.9
2024-03-25T01:00,21.7,0.00,90,8.3
2024-03-25T02:00,21.0,0.00,91,7.2
2024-03-25T03:00,21.1,0.00,91,4.3
2024-03-25T04:00,19.5,0.00,95,4.3
2024-03-25T05:00,18.6,0.00,96,6.5
2024-03-25T06:00,18.0,0.00,95,9.7
2024-03-25T07:00,18.3,0.00,92,20.5
2024-03-25T08:00,18.7,0.00,91,23.5
2024-03-25T09:00,18.3,0.00,92,25.7
2024-03-25T10:00,17.7,0.00,90,25.5
2024-03-25T11:00,18.1,0.00,85,23.9
2024-03-25T12:00,19.5,0.00,77,19.7
2024-03-25T13:00,21.3,0.00,65,16.9
2024-03-25T14:00,22.8,0.00,60,16.0
2024-03-25T15:00,23.8,0.00,56,15.6
2024-03-25T16:00,24.5,0.00,54,16.1
2024-03-25T17:00,24.5,0.00,57,17.2
2024-03-25T18:00,23.9,0.00,68,20.6
2024-03-25T19:00,23.1,0.00,70,24.6
2024-03-25T20:00,22.4,0.00,70,26.5
2024-03-25T21:00,21.6,0.00,75,27.8
2024-03-25T22:00,20.7,0.00,81,29.7
2024-03-25T23:00,20.1,0.00,82,31.0
2024-03-26T00:00,19.7,0.00,83,31.3
2024-03-26T01:00,19.4,0.00,83,28.8
2024-03-26T02:00,19.1,0.00,85,27.0
2024-03-26T03:00,18.8,0.00,86,26.3
2024-03-26T04:00,18.6,0.00,87,25.4
2024-03-26T05:00,18.5,0.00,86,23.8
2024-03-26T06:00,18.4,0.00,86,22.8
2024-03-26T07:00,18.3,0.00,87,23.3
2024-03-26T08:00,18.1,0.00,87,24.1
2024-03-26T09:00,17.9,0.00,86,24.2
2024-03-26T10:00,17.6,0.00,86,24.5
2024-03-26T11:00,18.4,0.00,85,22.6
2024-03-26T12:00,19.1,0.00,82,20.7
2024-03-26T13:00,19.9,0.00,80,18.7
2024-03-26T14:00,20.5,0.00,78,16.6
2024-03-26T15:00,21.3,0.00,74,14.4
2024-03-26T16:00,21.8,0.00,73,14.0
2024-03-26T17:00,22.2,0.00,72,14.1
2024-03-26T18:00,22.4,0.00,71,14.5
2024-03-26T19:00,22.6,0.00,70,13.3
2024-03-26T20:00,22.5,0.00,69,13.6
2024-03-26T21:00,21.8,0.00,72,16.2
2024-03-26T22:00,20.4,0.00,79,20.3
2024-03-26T23:00,20.1,0.00,82,23.0
2024-03-27T00:00,19.8,0.00,83,24.0
2024-03-27T01:00,20.5,0.00,83,25.6
2024-03-27T02:00,20.8,0.00,82,25.1
2024-03-27T03:00,20.9,0.00,82,25.5
2024-03-27T04:00,20.7,0.00,84,25.2
2024-03-27T05:00,20.5,0.00,83,22.7
2024-03-27T06:00,20.1,0.00,83,20.4
2024-03-27T07:00,19.7,0.00,83,22.1
2024-03-27T08:00,19.4,0.00,84,23.4
2024-03-27T09:00,19.1,0.00,84,22.7
2024-03-27T10:00,18.9,0.00,84,23.1
2024-03-27T11:00,19.5,0.00,83,20.7
2024-03-27T12:00,20.5,0.00,77,15.8
2024-03-27T13:00,22.0,0.00,74,17.7
2024-03-27T14:00,22.9,0.00,71,19.2
2024-03-27T15:00,24.0,0.00,67,16.3
2024-03-27T16:00,24.8,0.00,65,9.4
2024-03-27T17:00,25.3,0.00,65,10.8
2024-03-27T18:00,25.3,0.00,64,11.2
2024-03-27T19:00,25.1,0.00,62,13.5
2024-03-27T20:00,24.7,0.00,60,13.1
2024-03-27T21:00,23.9,0.00,62,12.0
2024-03-27T22:00,22.0,0.00,74,15.3
2024-03-27T23:00,21.4,0.00,81,20.8
2024-03-28T00:00,21.6,0.00,82,19.2
2024-03-28T01:00,21.7,0.00,77,21.0
2024-03-28T02:00,21.6,0.00,77,21.1
2024-03-28T03:00,21.4,0.00,80,20.1
2024-03-28T04:00,21.0,0.00,82,15.3
2024-03-28T05:00,20.6,0.00,85,9.4
2024-03-28T06:00,20.0,0.00,87,10.9
2024-03-28T07:00,20.0,0.00,86,7.9
2024-03-28T08:00,19.6,0.00,88,6.2
2024-03-28T09:00,20.5,0.00,82,5.4
2024-03-28T10:00,20.5,0.00,82,7.0
2024-03-28T11:00,20.7,0.00,83,6.2
2024-03-28T12:00,22.2,0.00,80,1.1
2024-03-28T13:00,23.1,0.00,71,3.7
2024-03-28T14:00,24.4,0.00,64,5.6
2024-03-28T15:00,25.1,0.00,62,6.9
2024-03-28T16:00,25.4,0.00,63,9.7
2024-03-28T17:00,25.4,0.00,66,12.2
2024-03-28T18:00,25.1,0.00,69,15.6
2024-03-28T19:00,24.4,0.00,67,19.5
2024-03-28T20:00,24.1,0.00,64,20.5
2024-03-28T21:00,23.3,0.00,67,22.3
2024-03-28T22:00,22.0,0.00,73,23.7
2024-03-28T23:00,21.7,0.00,75,23.0
2024-03-29T00:00,21.6,0.00,77,23.7
2024-03-29T01:00,21.7,0.00,78,26.0
2024-03-29T02:00,21.6,0.00,80,25.9
2024-03-29T03:00,21.5,0.00,80,25.0
2024-03-29T04:00,21.3,0.00,82,22.2
2024-03-29T05:00,21.0,0.00,84,20.0
2024-03-29T06:00,20.8,0.00,86,20.2
2024-03-29T07:00,20.6,0.00,86,20.0
2024-03-29T08:00,20.4,0.00,87,21.1
2024-03-29T09:00,20.2,0.00,87,21.1
2024-03-29T10:00,19.9,0.00,88,19.5
2024-03-29T11:00,20.5,0.00,89,18.4
2024-03-29T12:00,21.6,0.00,86,14.9
2024-03-29T13:00,22.6,0.00,83,17.1
2024-03-29T14:00,23.7,0.00,76,16.9
2024-03-29T15:00,24.8,0.00,68,17.3
2024-03-29T16:00,25.5,0.00,64,16.7
2024-03-29T17:00,25.9,0.00,63,16.9
2024-03-29T18:00,26.1,0.00,63,17.0
2024-03-29T19:00,26.1,0.00,63,16.6
2024-03-29T20:00,25.9,0.00,63,16.2
2024-03-29T21:00,25.4,0.00,65,18.0
2024-03-29T22:00,23.8,0.00,71,21.7
2024-03-29T23:00,23.1,0.00,71,23.1
2024-03-30T00:00,22.5,0.00,72,23.0
2024-03-30T01:00,22.9,0.00,69,28.8
2024-03-30T02:00,22.5,0.00,73,27.4
2024-03-30T03:00,22.0,0.00,77,28.8
2024-03-30T04:00,21.6,0.00,79,29.8
2024-03-30T05:00,21.1,0.00,81,29.8
2024-03-30T06:00,20.7,0.00,84,29.2
2024-03-30T07:00,20.3,0.00,86,28.8
2024-03-30T08:00,19.9,0.00,86,27.8
2024-03-30T09:00,19.5,0.00,84,28.1
2024-03-30T10:00,19.2,0.00,83,30.5
2024-03-30T11:00,19.8,0.00,81,30.0
2024-03-30T12:00,21.5,0.00,78,27.2
2024-03-30T13:00,23.7,0.00,73,20.9
2024-03-30T14:00,25.7,0.00,68,20.1
2024-03-30T15:00,27.4,0.00,62,19.9
2024-03-30T16:00,28.8,0.00,57,20.5
2024-03-30T17:00,29.8,0.00,53,18.1
2024-03-30T18:00,30.1,0.00,52,19.7
2024-03-30T19:00,30.3,0.00,53,21.7
2024-03-30T20:00,30.1,0.00,53,22.1
2024-03-30T21:00,29.1,0.00,59,19.2
2024-03-30T22:00,27.0,0.00,69,20.8
2024-03-30T23:00,25.3,0.00,73,33.6
2024-03-31T00:00,23.1,0.10,83,28.1
2024-03-31T01:00,22.7,0.10,84,35.3
2024-03-31T02:00,22.4,1.80,88,31.2
2024-03-31T03:00,21.6,0.00,92,34.7
2024-03-31T04:00,20.8,0.10,92,30.1
2024-03-31T05:00,19.7,0.00,90,31.6
2024-03-31T06:00,18.2,0.00,84,30.0
2024-03-31T07:00,17.4,0.00,81,28.2
2024-03-31T08:00,17.3,0.00,79,31.4
2024-03-31T09:00,17.0,0.00,75,33.1
2024-03-31T10:00,16.6,0.00,69,34.5
2024-03-31T11:00,16.8,0.00,67,34.2
2024-03-31T12:00,17.9,0.00,63,30.6
2024-03-31T13:00,19.9,0.00,64,23.8
2024-03-31T14:00,21.3,0.00,58,30.2
2024-03-31T15:00,22.4,0.00,53,37.1
2024-03-31T16:00,22.5,0.00,52,35.5
2024-03-31T17:00,22.5,0.00,52,37.1
2024-03-31T18:00,22.2,0.00,51,31.2
2024-03-31T19:00,21.4,0.00,52,35.2
2024-03-31T20:00,20.7,0.40,57,36.4
2024-03-31T21:00,19.9,0.10,60,35.1
2024-03-31T22:00,19.1,0.00,63,39.0
2024-03-31T23:00,18.9,0.00,65,37.5
2024-04-01T00:00,18.8,0.00,64,36.2
2024-04-01T01:00,18.6,0.00,64,31.3
2024-04-01T02:00,18.5,0.00,65,30.9
2024-04-01T03:00,18.3,0.00,66,26.3
2024-04-01T04:00,18.5,0.00,67,29.5
2024-04-01T05:00,18.7,0.00,67,29.1
2024-04-01T06:00,18.5,0.00,68,25.6
2024-04-01T07:00,18.4,0.00,68,28.4
2024-04-01T08:00,18.3,0.00,70,27.8
2024-04-01T09:00,18.2,0.00,70,29.7
2024-04-01T10:00,18.1,0.00,70,26.3
2024-04-01T11:00,18.3,0.00,69,26.8
2024-04-01T12:00,19.6,0.00,61,28.0
2024-04-01T13:00,19.1,0.00,65,27.2
2024-04-01T14:00,18.6,0.20,71,27.0
2024-04-01T15:00,19.0,0.00,68,22.5
2024-04-01T16:00,20.1,0.00,61,19.8
2024-04-01T17:00,20.0,0.00,61,17.5
2024-04-01T18:00,19.6,0.00,63,15.5
2024-04-01T19:00,19.7,0.00,64,16.6
2024-04-01T20:00,19.4,0.00,65,16.4
2024-04-01T21:00,19.1,0.00,67,16.6
2024-04-01T22:00,17.8,0.00,75,21.7
2024-04-01T23:00,16.9,0.00,81,22.8
2024-04-02T00:00,16.5,0.00,83,23.4
2024-04-02T01:00,16.5,0.00,80,20.2
2024-04-02T02:00,15.9,0.00,83,18.4
2024-04-02T03:00,15.6,0.10,84,15.8
2024-04-02T04:00,15.3,0.20,85,15.3
2024-04-02T05:00,14.3,0.20,90,7.7
2024-04-02T06:00,13.6,0.00,90,1.9
2024-04-02T07:00,13.3,0.00,90,4.3
2024-04-02T08:00,12.5,0.00,91,5.4
2024-04-02T09:00,12.6,0.00,89,5.4
2024-04-02T10:00,12.4,0.00,90,6.9
2024-04-02T11:00,13.9,0.00,87,9.6
2024-04-02T12:00,16.8,0.00,81,10.0
2024-04-02T13:00,19.0,0.10,72,12.8
2024-04-02T14:00,20.0,0.00,60,21.0
2024-04-02T15:00,20.3,0.00,56,22.0
2024-04-02T16:00,20.6,0.00,57,20.4
2024-04-02T17:00,20.7,0.00,58,20.8
2024-04-02T18:00,20.9,0.00,59,18.7
2024-04-02T19:00,20.9,0.00,59,18.7
2024-04-02T20:00,20.5,0.00,64,20.7
2024-04-02T21:00,20.5,0.00,62,21.2
2024-04-02T22:00,20.0,0.00,59,30.1
2024-04-02T23:00,20.1,0.00,60,35.1
2024-04-03T00:00,19.8,0.00,63,35.0
2024-04-03T01:00,19.7,0.00,65,38.0
2024-04-03T02:00,19.5,0.00,68,35.9
2024-04-03T03:00,19.1,0.00,73,34.3
2024-04-03T04:00,18.8,0.00,76,31.4
2024-04-03T05:00,18.6,0.00,77,28.4
2024-04-03T06:00,18.6,0.10,78,29.2
2024-04-03T07:00,17.5,5.50,87,31.3
2024-04-03T08:00,17.9,1.00,90,28.9
2024-04-03T09:00,18.1,1.30,90,28.7
2024-04-03T10:00,18.4,0.10,88,30.3
2024-04-03T11:00,18.4,1.70,90,27.8
2024-04-03T12:00,18.5,6.20,94,22.4
2024-04-03T13:00,17.5,5.40,94,21.5
2024-04-03T14:00,18.3,1.10,90,18.8
2024-04-03T15:00,19.0,0.10,85,10.9
2024-04-03T16:00,18.9,0.20,86,10.1
2024-04-03T17:00,18.8,0.20,87,16.5
2024-04-03T18:00,19.0,0.50,86,20.4
2024-04-03T19:00,18.9,0.20,88,27.8
2024-04-03T20:00,19.0,0.00,86,28.3
2024-04-03T21:00,18.8,0.00,87,27.1
2024-04-03T22:00,18.9,0.00,87,29.1
2024-04-03T23:00,19.2,0.00,85,31.5
2024-04-04T00:00,19.0,0.00,84,29.2
2024-04-04T01:00,16.5,0.00,89,14.8
2024-04-04T02:00,15.5,0.00,92,12.6
2024-04-04T03:00,15.0,0.00,93,7.6
2024-04-04T04:00,14.4,0.00,95,17.3
2024-04-04T05:00,14.3,0.00,96,24.8
2024-04-04T06:00,14.0,0.00,97,20.3
2024-04-04T07:00,13.5,0.00,99,17.5
2024-04-04T08:00,13.4,0.00,98,20.2
2024-04-04T09:00,13.4,0.00,98,20.5
2024-04-04T10:00,13.6,0.00,99,17.7
2024-04-04T11:00,13.7,0.00,100,13.5
2024-04-04T12:00,14.3,0.00,99,11.5
2024-04-04T13:00,15.6,0.00,93,6.6
2024-04-04T14:00,17.9,0.00,91,6.4
2024-04-04T15:00,19.8,0.00,83,8.6
2024-04-04T16:00,20.8,0.00,79,9.4
2024-04-04T17:00,21.3,0.00,77,10.3
2024-04-04T18:00,21.4,0.00,67,13.0
2024-04-04T19:00,21.1,0.00,57,16.1
2024-04-04T20:00,20.8,0.00,57,14.3
2024-04-04T21:00,20.2,0.00,68,15.6
2024-04-04T22:00,18.4,0.00,72,17.2
2024-04-04T23:00,18.3,0.00,68,19.7
2024-04-05T00:00,17.9,0.00,73,18.8
2024-04-05T01:00,18.1,0.00,75,17.8
2024-04-05T02:00,18.3,0.00,81,20.3
2024-04-05T03:00,17.6,0.00,87,18.2
2024-04-05T04:00,16.9,0.00,91,14.8
2024-04-05T05:00,17.2,0.00,91,16.5
2024-04-05T06:00,16.3,0.00,92,17.4
2024-04-05T07:00,15.4,0.00,92,17.7
2024-04-05T08:00,14.7,0.00,93,17.3
2024-04-05T09:00,14.2,0.00,92,16.2
2024-04-05T10:00,12.9,0.00,94,14.4
2024-04-05T11:00,14.9,0.00,90,12.7
2024-04-05T12:00,17.5,0.00,88,10.6
2024-04-05T13:00,20.6,0.00,78,5.4
2024-04-05T14:00,22.3,0.00,69,6.1
2024-04-05T15:00,23.2,0.00,67,7.4
2024-04-05T16:00,23.7,0.00,67,9.0
2024-04-05T17:00,24.0,0.00,68,10.1
2024-04-05T18:00,24.1,0.00,66,12.1
2024-04-05T19:00,24.1,0.00,62,13.6
2024-04-05T20:00,23.7,0.00,61,14.5
2024-04-05T21:00,22.4,0.00,68,15.1
2024-04-05T22:00,19.9,0.00,76,13.4
2024-04-05T23:00,19.3,0.00,78,10.9
2024-04-06T00:00,20.0,0.00,73,9.7
2024-04-06T01:00,19.3,0.00,79,11.1
2024-04-06T02:00,18.3,0.00,85,12.8
2024-04-06T03:00,18.5,0.00,87,15.6
2024-04-06T04:00,18.7,0.00,86,19.1
2024-04-06T05:00,18.3,0.00,82,22.8
2024-04-06T06:00,17.9,0.00,80,23.1
2024-04-06T07:00,17.5,0.00,82,22.3
2024-04-06T08:00,17.2,0.00,83,21.6
2024-04-06T09:00,17.0,0.00,83,20.7
2024-04-06T10:00,17.2,0.00,83,22.2
2024-04-06T11:00,18.0,0.00,81,23.1
2024-04-06T12:00,19.7,0.00,75,22.5
2024-04-06T13:00,20.8,0.00,71,24.7
2024-04-06T14:00,21.8,0.00,67,24.2
2024-04-06T15:00,22.9,0.00,61,27.4
2024-04-06T16:00,23.7,0.00,59,26.9
2024-04-06T17:00,23.2,0.00,60,23.0
2024-04-06T18:00,23.5,0.00,59,26.3
2024-04-06T19:00,23.2,0.00,61,24.1
2024-04-06T20:00,22.2,0.00,67,20.2
2024-04-06T21:00,21.5,0.00,72,20.3
2024-04-06T22:00,20.8,0.00,74,22.2
2024-04-06T23:00,20.5,0.00,74,21.3
2024-04-07T00:00,19.3,0.00,81,13.6
2024-04-07T01:00,20.4,0.00,77,23.9
2024-04-07T02:00,19.4,0.00,84,16.0
2024-04-07T03:00,19.2,0.00,87,12.8
2024-04-07T04:00,19.2,0.00,89,20.8
2024-04-07T05:00,19.7,0.00,86,17.7
2024-04-07T06:00,19.5,0.00,86,20.9
2024-04-07T07:00,19.2,0.00,86,20.9
2024-04-07T08:00,18.3,0.00,87,4.3
2024-04-07T09:00,16.5,0.00,94,11.3
2024-04-07T10:00,15.7,0.00,96,7.9
2024-04-07T11:00,17.1,0.00,92,4.8
2024-04-07T12:00,19.6,0.00,89,9.6
2024-04-07T13:00,20.8,0.00,80,8.4
2024-04-07T14:00,21.2,0.00,79,9.9
2024-04-07T15:00,21.4,0.00,79,13.2
2024-04-07T16:00,21.5,0.00,78,13.2
2024-04-07T17:00,21.8,0.00,76,10.9
2024-04-07T18:00,22.0,0.00,72,9.2
2024-04-07T19:00,22.3,0.00,69,8.7
2024-04-07T20:00,22.0,0.00,70,10.0
2024-04-07T21:00,20.9,0.00,76,13.0
2024-04-07T22:00,19.5,0.00,84,16.9
2024-04-07T23:00,19.2,0.00,85,19.8
2024-04-08T00:00,18.9,0.00,87,22.0
2024-04-08T01:00,19.5,0.00,90,24.7
2024-04-08T02:00,19.4,0.00,91,24.0
2024-04-08T03:00,19.4,0.00,92,23.8
2024-04-08T04:00,19.2,0.00,93,21.3
2024-04-08T05:00,19.0,0.00,94,19.5
2024-04-08T06:00,18.1,0.00,95,16.1
2024-04-08T07:00,17.5,0.00,95,15.6
2024-04-08T08:00,17.7,0.00,93,17.2
2024-04-08T09:00,18.0,0.00,92,19.6
2024-04-08T10:00,18.0,0.00,91,21.3
2024-04-08T11:00,18.4,0.00,92,20.1
2024-04-08T12:00,19.6,0.00,88,15.2
2024-04-08T13:00,20.6,0.00,89,17.1
2024-04-08T14:00,21.2,0.10,85,17.2
2024-04-08T15:00,21.0,0.10,85,21.0
2024-04-08T16:00,21.3,0.10,83,22.1
2024-04-08T17:00,21.6,0.10,80,21.9
2024-04-08T18:00,22.3,0.00,76,20.0
2024-04-08T19:00,22.9,0.00,71,17.8
2024-04-08T20:00,22.8,0.00,71,16.0
2024-04-08T21:00,21.9,0.00,79,11.4
2024-04-08T22:00,20.4,0.00,88,11.9
2024-04-08T23:00,19.7,0.00,91,11.0
2024-04-09T00:00,19.4,0.00,91,11.5
2024-04-09T01:00,20.1,0.00,90,11.7
2024-04-09T02:00,19.8,0.00,92,9.8
2024-04-09T03:00,19.3,0.00,92,11.3
2024-04-09T04:00,18.7,0.00,92,12.2
2024-04-09T05:00,18.0,0.00,93,10.8
2024-04-09T06:00,17.2,0.00,94,9.4
2024-04-09T07:00,16.5,0.00,95,10.8
2024-04-09T08:00,16.2,0.00,96,11.8
2024-04-09T09:00,16.1,0.00,95,11.8
2024-04-09T10:00,15.6,0.00,97,10.5
2024-04-09T11:00,16.0,0.00,96,11.5
2024-04-09T12:00,17.6,0.00,99,10.4
2024-04-09T13:00,22.3,0.00,82,7.8
2024-04-09T14:00,24.0,0.00,72,8.3
2024-04-09T15:00,24.9,0.00,64,9.7
2024-04-09T16:00,25.3,0.00,60,9.0
2024-04-09T17:00,25.4,0.00,60,9.6
2024-04-09T18:00,25.2,0.00,62,10.7
2024-04-09T19:00,25.1,0.00,64,12.6
2024-04-09T20:00,24.3,0.20,68,19.1
2024-04-09T21:00,22.7,0.10,76,27.4
2024-04-09T22:00,21.0,0.10,78,34.3
2024-04-09T23:00,20.4,0.00,81,33.4
2024-04-10T00:00,19.6,0.00,81,34.9
2024-04-10T01:00,18.6,0.00,76,36.9
2024-04-10T02:00,17.6,0.00,74,33.6
2024-04-10T03:00,16.8,0.00,76,32.3
2024-04-10T04:00,16.5,0.00,75,32.2
2024-04-10T05:00,16.0,0.00,76,32.9
2024-04-10T06:00,15.4,0.00,76,34.3
2024-04-10T07:00,15.1,0.00,73,35.9
2024-04-10T08:00,14.8,0.00,70,35.8
2024-04-10T09:00,14.3,0.00,68,35.8
2024-04-10T10:00,13.9,0.00,66,34.5
2024-04-10T11:00,13.7,0.00,66,33.8
2024-04-10T12:00,13.8,0.00,64,33.4
2024-04-10T13:00,14.5,0.00,64,30.4
2024-04-10T14:00,16.1,0.00,59,31.9
2024-04-10T15:00,17.1,0.00,54,30.9
2024-04-10T16:00,17.6,0.00,53,29.5
2024-04-10T17:00,17.9,0.00,53,30.2
2024-04-10T18:00,18.1,0.00,53,29.5
2024-04-10T19:00,18.2,0.00,50,30.1
2024-04-10T20:00,17.9,0.00,49,28.6
2024-04-10T21:00,17.2,0.00,52,30.3
2024-04-10T22:00,16.0,0.00,58,30.6
2024-04-10T23:00,15.2,0.00,60,31.9
2024-04-11T00:00,14.9,0.00,59,31.5
2024-04-11T01:00,14.9,0.00,60,27.5
2024-04-11T02:00,14.8,0.00,60,29.1
2024-04-11T03:00,14.1,0.00,60,32.6
2024-04-11T04:00,14.0,0.00,60,33.6
2024-04-11T05:00,13.4,0.00,62,33.5
2024-04-11T06:00,13.2,0.00,61,32.5
2024-04-11T07:00,12.0,0.00,62,35.4
2024-04-11T08:00,11.4,0.00,65,35.1
2024-04-11T09:00,11.2,0.00,68,35.2
2024-04-11T10:00,11.0,0.00,71,36.6
2024-04-11T11:00,11.6,0.00,71,36.7
2024-04-11T12:00,13.2,0.00,70,35.3
2024-04-11T13:00,14.4,0.00,66,29.7
2024-04-11T14:00,16.3,0.00,63,26.8
2024-04-11T15:00,17.6,0.00,59,25.8
2024-04-11T16:00,18.1,0.00,59,29.2
2024-04-11T17:00,18.1,0.00,57,25.8
2024-04-11T18:00,17.9,0.00,56,28.0
2024-04-11T19:00,17.6,0.00,60,30.1
2024-04-11T20:00,17.1,0.00,60,29.3
2024-04-11T21:00,16.3,0.00,66,30.1
2024-04-11T22:00,15.8,0.00,65,31.3
2024-04-11T23:00,15.4,0.00,65,36.2
2024-04-12T00:00,14.7,0.00,68,35.5
2024-04-12T01:00,14.9,0.00,70,34.6
2024-04-12T02:00,14.6,0.00,71,32.6
2024-04-12T03:00,14.6,0.00,71,31.4
2024-04-12T04:00,13.9,0.00,74,28.4
2024-04-12T05:00,14.0,0.00,76,26.3
2024-04-12T06:00,14.1,0.00,78,23.6
2024-04-12T07:00,14.5,0.00,79,22.5
2024-04-12T08:00,14.8,0.00,79,22.3
2024-04-12T09:00,15.1,0.00,78,23.8
2024-04-12T10:00,15.2,0.00,78,24.9
2024-04-12T11:00,15.9,0.00,76,26.3
2024-04-12T12:00,17.6,0.00,67,28.0
2024-04-12T13:00,18.5,0.00,64,32.3
2024-04-12T14:00,18.8,0.00,63,36.8
2024-04-12T15:00,19.0,0.00,66,37.3
2024-04-12T16:00,19.5,0.00,66,37.2
2024-04-12T17:00,19.2,0.00,67,34.9
2024-04-12T18:00,20.0,0.00,61,34.3
2024-04-12T19:00,20.2,0.00,57,34.3
2024-04-12T20:00,18.3,0.20,70,36.7
2024-04-12T21:00,17.5,0.00,77,37.2
2024-04-12T22:00,17.5,0.00,78,42.1
2024-04-12T23:00,18.4,0.00,73,39.9
2024-04-13T00:00,18.9,0.00,73,45.3
2024-04-13T01:00,18.6,0.50,79,40.8
2024-04-13T02:00,18.4,0.30,82,39.6
2024-04-13T03:00,18.1,0.90,86,42.7
2024-04-13T04:00,17.5,1.00,89,40.4
2024-04-13T05:00,17.7,0.20,87,40.2
2024-04-13T06:00,17.4,0.70,91,40.8
2024-04-13T07:00,17.7,0.40,87,41.9
2024-04-13T08:00,17.8,0.20,86,41.8
2024-04-13T09:00,17.9,0.00,84,42.1
2024-04-13T10:00,17.9,0.00,83,43.9
2024-04-13T11:00,18.4,0.00,81,46.5
2024-04-13T12:00,19.1,0.10,80,44.7
2024-04-13T13:00,18.3,4.30,92,54.9
2024-04-13T14:00,19.0,0.70,89,55.0
2024-04-13T15:00,19.6,0.30,87,56.6
2024-04-13T16:00,19.7,1.00,88,48.9
2024-04-13T17:00,19.3,1.00,90,52.4
2024-04-13T18:00,19.8,0.20,88,56.7
2024-04-13T19:00,20.2,0.30,85,53.3
2024-04-13T20:00,19.9,0.20,87,49.9
